study,region,sample,cell_type,cell_type_clean,sample_id
Olbrecht2021_Ovarian,Ovarian,P7_peritoneum_tumor,Smooth_muscle,Smooth muscle,Olbrecht2021_Ovarian::P7_peritoneum_tumor
Qian2020_Ovarian,Ovarian,11,Fibroblast,Fibroblast,Qian2020_Ovarian::11
Qian2020_Ovarian,Ovarian,11,Endothelial,Endothelial,Qian2020_Ovarian::11
Qian2020_Ovarian,Ovarian,11,Macrophage,Macrophage,Qian2020_Ovarian::11
Qian2020_Ovarian,Ovarian,11,Malignant,Malignant,Qian2020_Ovarian::11
Qian2020_Ovarian,Ovarian,11,T_cell,T cell,Qian2020_Ovarian::11
Qian2020_Ovarian,Ovarian,11,B_cell,B cell,Qian2020_Ovarian::11
Qian2020_Ovarian,Ovarian,12,Fibroblast,Fibroblast,Qian2020_Ovarian::12
Qian2020_Ovarian,Ovarian,12,Macrophage,Macrophage,Qian2020_Ovarian::12
Qian2020_Ovarian,Ovarian,12,T_cell,T cell,Qian2020_Ovarian::12
Qian2020_Ovarian,Ovarian,12,Malignant,Malignant,Qian2020_Ovarian::12
Qian2020_Ovarian,Ovarian,12,Endothelial,Endothelial,Qian2020_Ovarian::12
Qian2020_Ovarian,Ovarian,12,B_cell,B cell,Qian2020_Ovarian::12
Qian2020_Ovarian,Ovarian,13,Malignant,Malignant,Qian2020_Ovarian::13
Qian2020_Ovarian,Ovarian,13,Fibroblast,Fibroblast,Qian2020_Ovarian::13
Qian2020_Ovarian,Ovarian,13,T_cell,T cell,Qian2020_Ovarian::13
Qian2020_Ovarian,Ovarian,13,B_cell,B cell,Qian2020_Ovarian::13
Qian2020_Ovarian,Ovarian,13,Endothelial,Endothelial,Qian2020_Ovarian::13
Qian2020_Ovarian,Ovarian,13,Macrophage,Macrophage,Qian2020_Ovarian::13
Qian2020_Ovarian,Ovarian,14,Malignant,Malignant,Qian2020_Ovarian::14
Qian2020_Ovarian,Ovarian,14,Macrophage,Macrophage,Qian2020_Ovarian::14
Qian2020_Ovarian,Ovarian,14,Endothelial,Endothelial,Qian2020_Ovarian::14
Qian2020_Ovarian,Ovarian,14,Fibroblast,Fibroblast,Qian2020_Ovarian::14
Qian2020_Ovarian,Ovarian,14,B_cell,B cell,Qian2020_Ovarian::14
Qian2020_Ovarian,Ovarian,14,T_cell,T cell,Qian2020_Ovarian::14
Regner2021_Ovarian,Ovarian,1,Malignant,Malignant,Regner2021_Ovarian::1
Regner2021_Ovarian,Ovarian,1,B_cell,B cell,Regner2021_Ovarian::1
Regner2021_Ovarian,Ovarian,1,Endothelial,Endothelial,Regner2021_Ovarian::1
Regner2021_Ovarian,Ovarian,1,Myocyte,Myocyte,Regner2021_Ovarian::1
Regner2021_Ovarian,Ovarian,1,Fibroblast,Fibroblast,Regner2021_Ovarian::1
Regner2021_Ovarian,Ovarian,1,Macrophage,Macrophage,Regner2021_Ovarian::1
Regner2021_Ovarian,Ovarian,1,T_cell,T cell,Regner2021_Ovarian::1
Regner2021_Ovarian,Ovarian,1,Mast,Mast,Regner2021_Ovarian::1
Regner2021_Ovarian,Ovarian,2,Fibroblast,Fibroblast,Regner2021_Ovarian::2
Regner2021_Ovarian,Ovarian,2,Malignant,Malignant,Regner2021_Ovarian::2
Regner2021_Ovarian,Ovarian,2,T_cell,T cell,Regner2021_Ovarian::2
Regner2021_Ovarian,Ovarian,2,Endothelial,Endothelial,Regner2021_Ovarian::2
Regner2021_Ovarian,Ovarian,2,Macrophage,Macrophage,Regner2021_Ovarian::2
Regner2021_Ovarian,Ovarian,2,Myocyte,Myocyte,Regner2021_Ovarian::2
Regner2021_Ovarian,Ovarian,2,Mast,Mast,Regner2021_Ovarian::2
Regner2021_Ovarian,Ovarian,2,B_cell,B cell,Regner2021_Ovarian::2
Regner2021_Ovarian,Ovarian,3,Malignant,Malignant,Regner2021_Ovarian::3
Regner2021_Ovarian,Ovarian,3,Fibroblast,Fibroblast,Regner2021_Ovarian::3
Regner2021_Ovarian,Ovarian,3,Myocyte,Myocyte,Regner2021_Ovarian::3
Regner2021_Ovarian,Ovarian,3,B_cell,B cell,Regner2021_Ovarian::3
Regner2021_Ovarian,Ovarian,3,Macrophage,Macrophage,Regner2021_Ovarian::3
Regner2021_Ovarian,Ovarian,3,Endothelial,Endothelial,Regner2021_Ovarian::3
Regner2021_Ovarian,Ovarian,3,T_cell,T cell,Regner2021_Ovarian::3
Regner2021_Ovarian,Ovarian,3,Mast,Mast,Regner2021_Ovarian::3
Regner2021_Ovarian,Ovarian,4,Fibroblast,Fibroblast,Regner2021_Ovarian::4
Regner2021_Ovarian,Ovarian,4,Malignant,Malignant,Regner2021_Ovarian::4
Regner2021_Ovarian,Ovarian,4,Macrophage,Macrophage,Regner2021_Ovarian::4
Regner2021_Ovarian,Ovarian,4,T_cell,T cell,Regner2021_Ovarian::4
Regner2021_Ovarian,Ovarian,4,Myocyte,Myocyte,Regner2021_Ovarian::4
Regner2021_Ovarian,Ovarian,4,B_cell,B cell,Regner2021_Ovarian::4
Regner2021_Ovarian,Ovarian,4,Endothelial,Endothelial,Regner2021_Ovarian::4
Regner2021_Ovarian,Ovarian,4,Mast,Mast,Regner2021_Ovarian::4
Regner2021_Ovarian,Ovarian,5,Malignant,Malignant,Regner2021_Ovarian::5
Regner2021_Ovarian,Ovarian,5,Fibroblast,Fibroblast,Regner2021_Ovarian::5
Regner2021_Ovarian,Ovarian,5,T_cell,T cell,Regner2021_Ovarian::5
Regner2021_Ovarian,Ovarian,5,Macrophage,Macrophage,Regner2021_Ovarian::5
Regner2021_Ovarian,Ovarian,5,Endothelial,Endothelial,Regner2021_Ovarian::5
Regner2021_Ovarian,Ovarian,5,B_cell,B cell,Regner2021_Ovarian::5
Regner2021_Ovarian,Ovarian,5,Myocyte,Myocyte,Regner2021_Ovarian::5
Regner2021_Ovarian,Ovarian,5,Mast,Mast,Regner2021_Ovarian::5
Regner2021_Ovarian,Ovarian,6,Fibroblast,Fibroblast,Regner2021_Ovarian::6
Regner2021_Ovarian,Ovarian,6,Malignant,Malignant,Regner2021_Ovarian::6
Regner2021_Ovarian,Ovarian,6,T_cell,T cell,Regner2021_Ovarian::6
Regner2021_Ovarian,Ovarian,6,B_cell,B cell,Regner2021_Ovarian::6
Regner2021_Ovarian,Ovarian,6,Myocyte,Myocyte,Regner2021_Ovarian::6
Regner2021_Ovarian,Ovarian,6,Macrophage,Macrophage,Regner2021_Ovarian::6
Regner2021_Ovarian,Ovarian,6,Endothelial,Endothelial,Regner2021_Ovarian::6
Regner2021_Ovarian,Ovarian,6,Mast,Mast,Regner2021_Ovarian::6
Regner2021_Ovarian,Ovarian,7,Malignant,Malignant,Regner2021_Ovarian::7
Regner2021_Ovarian,Ovarian,7,Endothelial,Endothelial,Regner2021_Ovarian::7
Regner2021_Ovarian,Ovarian,7,Myocyte,Myocyte,Regner2021_Ovarian::7
Regner2021_Ovarian,Ovarian,7,Fibroblast,Fibroblast,Regner2021_Ovarian::7
Regner2021_Ovarian,Ovarian,7,B_cell,B cell,Regner2021_Ovarian::7
Regner2021_Ovarian,Ovarian,7,Macrophage,Macrophage,Regner2021_Ovarian::7
Regner2021_Ovarian,Ovarian,7,T_cell,T cell,Regner2021_Ovarian::7
Regner2021_Ovarian,Ovarian,8,Fibroblast,Fibroblast,Regner2021_Ovarian::8
Regner2021_Ovarian,Ovarian,8,Malignant,Malignant,Regner2021_Ovarian::8
Regner2021_Ovarian,Ovarian,8,B_cell,B cell,Regner2021_Ovarian::8
Regner2021_Ovarian,Ovarian,8,Macrophage,Macrophage,Regner2021_Ovarian::8
Regner2021_Ovarian,Ovarian,8,Endothelial,Endothelial,Regner2021_Ovarian::8
Regner2021_Ovarian,Ovarian,8,Myocyte,Myocyte,Regner2021_Ovarian::8
Regner2021_Ovarian,Ovarian,8,T_cell,T cell,Regner2021_Ovarian::8
Regner2021_Ovarian,Ovarian,10,Malignant,Malignant,Regner2021_Ovarian::10
Regner2021_Ovarian,Ovarian,10,Macrophage,Macrophage,Regner2021_Ovarian::10
Regner2021_Ovarian,Ovarian,10,B_cell,B cell,Regner2021_Ovarian::10
Regner2021_Ovarian,Ovarian,10,Endothelial,Endothelial,Regner2021_Ovarian::10
Regner2021_Ovarian,Ovarian,10,Fibroblast,Fibroblast,Regner2021_Ovarian::10
Regner2021_Ovarian,Ovarian,10,T_cell,T cell,Regner2021_Ovarian::10
Regner2021_Ovarian,Ovarian,10,Myocyte,Myocyte,Regner2021_Ovarian::10
Regner2021_Ovarian,Ovarian,10,Mast,Mast,Regner2021_Ovarian::10
Regner2021_Ovarian,Ovarian,11,Malignant,Malignant,Regner2021_Ovarian::11
Regner2021_Ovarian,Ovarian,11,T_cell,T cell,Regner2021_Ovarian::11
Regner2021_Ovarian,Ovarian,11,Macrophage,Macrophage,Regner2021_Ovarian::11
Regner2021_Ovarian,Ovarian,11,Endothelial,Endothelial,Regner2021_Ovarian::11
Regner2021_Ovarian,Ovarian,11,Fibroblast,Fibroblast,Regner2021_Ovarian::11
Regner2021_Ovarian,Ovarian,11,B_cell,B cell,Regner2021_Ovarian::11
Regner2021_Ovarian,Ovarian,11,Myocyte,Myocyte,Regner2021_Ovarian::11
Regner2021_Ovarian,Ovarian,11,Mast,Mast,Regner2021_Ovarian::11
Regner2021_Ovarian,Ovarian,9,T_cell,T cell,Regner2021_Ovarian::9
Regner2021_Ovarian,Ovarian,9,Malignant,Malignant,Regner2021_Ovarian::9
Regner2021_Ovarian,Ovarian,9,Macrophage,Macrophage,Regner2021_Ovarian::9
Regner2021_Ovarian,Ovarian,9,Fibroblast,Fibroblast,Regner2021_Ovarian::9
Regner2021_Ovarian,Ovarian,9,Endothelial,Endothelial,Regner2021_Ovarian::9
Regner2021_Ovarian,Ovarian,9,B_cell,B cell,Regner2021_Ovarian::9
Regner2021_Ovarian,Ovarian,9,Myocyte,Myocyte,Regner2021_Ovarian::9
Shih2018_Ovarian,Ovarian,PN1-P,Malignant,Malignant,Shih2018_Ovarian::PN1-P
Shih2018_Ovarian,Ovarian,PN1-P,Fibroblast,Fibroblast,Shih2018_Ovarian::PN1-P
Shih2018_Ovarian,Ovarian,PN1-P,Endothelial,Endothelial,Shih2018_Ovarian::PN1-P
Shih2018_Ovarian,Ovarian,BN1-P,Malignant,Malignant,Shih2018_Ovarian::BN1-P
Shih2018_Ovarian,Ovarian,BN1-P,Fibroblast,Fibroblast,Shih2018_Ovarian::BN1-P
Shih2018_Ovarian,Ovarian,BN1-P,Monocyte,Monocyte,Shih2018_Ovarian::BN1-P
Shih2018_Ovarian,Ovarian,BN1-P,T_cell,T cell,Shih2018_Ovarian::BN1-P
Shih2018_Ovarian,Ovarian,HG3-M1,Malignant,Malignant,Shih2018_Ovarian::HG3-M1
Shih2018_Ovarian,Ovarian,HG3-M1,Fibroblast,Fibroblast,Shih2018_Ovarian::HG3-M1
Shih2018_Ovarian,Ovarian,HG3-M1,T_cell,T cell,Shih2018_Ovarian::HG3-M1
Shih2018_Ovarian,Ovarian,HG3-M1,Monocyte,Monocyte,Shih2018_Ovarian::HG3-M1
Shih2018_Ovarian,Ovarian,HG3-M1,Myofibroblast,Myofibroblast,Shih2018_Ovarian::HG3-M1
Shih2018_Ovarian,Ovarian,NA1-P,Monocyte,Monocyte,Shih2018_Ovarian::NA1-P
Shih2018_Ovarian,Ovarian,NA1-P,T_cell,T cell,Shih2018_Ovarian::NA1-P
Shih2018_Ovarian,Ovarian,NA1-P,Malignant,Malignant,Shih2018_Ovarian::NA1-P
Shih2018_Ovarian,Ovarian,NA1-P,Endothelial,Endothelial,Shih2018_Ovarian::NA1-P
Shih2018_Ovarian,Ovarian,NA1-P,Myofibroblast,Myofibroblast,Shih2018_Ovarian::NA1-P
Shih2018_Ovarian,Ovarian,NM1,Fibroblast,Fibroblast,Shih2018_Ovarian::NM1
Shih2018_Ovarian,Ovarian,NM1,Endothelial,Endothelial,Shih2018_Ovarian::NM1
Shih2018_Ovarian,Ovarian,NM1,Myofibroblast,Myofibroblast,Shih2018_Ovarian::NM1
Shih2018_Ovarian,Ovarian,NM1,Monocyte,Monocyte,Shih2018_Ovarian::NM1
Shih2018_Ovarian,Ovarian,NM1,T_cell,T cell,Shih2018_Ovarian::NM1
Shih2018_Ovarian,Ovarian,LG1-P,Fibroblast,Fibroblast,Shih2018_Ovarian::LG1-P
Shih2018_Ovarian,Ovarian,LG1-P,Malignant,Malignant,Shih2018_Ovarian::LG1-P
Shih2018_Ovarian,Ovarian,LG1-P,Monocyte,Monocyte,Shih2018_Ovarian::LG1-P
Shih2018_Ovarian,Ovarian,LG1-P,Myofibroblast,Myofibroblast,Shih2018_Ovarian::LG1-P
Shih2018_Ovarian,Ovarian,LG1-P,T_cell,T cell,Shih2018_Ovarian::LG1-P
Shih2018_Ovarian,Ovarian,LG1-P,Endothelial,Endothelial,Shih2018_Ovarian::LG1-P
Shih2018_Ovarian,Ovarian,HG2F-P,Fibroblast,Fibroblast,Shih2018_Ovarian::HG2F-P
Shih2018_Ovarian,Ovarian,HG2F-P,Malignant,Malignant,Shih2018_Ovarian::HG2F-P
Shih2018_Ovarian,Ovarian,HG2F-P,Monocyte,Monocyte,Shih2018_Ovarian::HG2F-P
Shih2018_Ovarian,Ovarian,HG2F-P,Myofibroblast,Myofibroblast,Shih2018_Ovarian::HG2F-P
Shih2018_Ovarian,Ovarian,HG2F-P,Endothelial,Endothelial,Shih2018_Ovarian::HG2F-P
Shih2018_Ovarian,Ovarian,HG2F-P,T_cell,T cell,Shih2018_Ovarian::HG2F-P
Shih2018_Ovarian,Ovarian,HG2F-M,Malignant,Malignant,Shih2018_Ovarian::HG2F-M
Shih2018_Ovarian,Ovarian,HG2F-M,Fibroblast,Fibroblast,Shih2018_Ovarian::HG2F-M
Shih2018_Ovarian,Ovarian,HG2F-M,Monocyte,Monocyte,Shih2018_Ovarian::HG2F-M
Shih2018_Ovarian,Ovarian,HG2F-M,T_cell,T cell,Shih2018_Ovarian::HG2F-M
Shih2018_Ovarian,Ovarian,HG2F-M,Myofibroblast,Myofibroblast,Shih2018_Ovarian::HG2F-M
Shih2018_Ovarian,Ovarian,HG2F-M,Endothelial,Endothelial,Shih2018_Ovarian::HG2F-M
Shih2018_Ovarian,Ovarian,HG3-P,Malignant,Malignant,Shih2018_Ovarian::HG3-P
Shih2018_Ovarian,Ovarian,HG3-P,Monocyte,Monocyte,Shih2018_Ovarian::HG3-P
Shih2018_Ovarian,Ovarian,HG3-P,Fibroblast,Fibroblast,Shih2018_Ovarian::HG3-P
Shih2018_Ovarian,Ovarian,HG3-P,Myofibroblast,Myofibroblast,Shih2018_Ovarian::HG3-P
Shih2018_Ovarian,Ovarian,HG3-P,Endothelial,Endothelial,Shih2018_Ovarian::HG3-P
Shih2018_Ovarian,Ovarian,HG3-P,T_cell,T cell,Shih2018_Ovarian::HG3-P
Shih2018_Ovarian,Ovarian,HG3-M2,Monocyte,Monocyte,Shih2018_Ovarian::HG3-M2
Shih2018_Ovarian,Ovarian,HG3-M2,Fibroblast,Fibroblast,Shih2018_Ovarian::HG3-M2
Shih2018_Ovarian,Ovarian,HG3-M2,Malignant,Malignant,Shih2018_Ovarian::HG3-M2
Shih2018_Ovarian,Ovarian,HG3-M2,Endothelial,Endothelial,Shih2018_Ovarian::HG3-M2
Shih2018_Ovarian,Ovarian,HG3-M2,Myofibroblast,Myofibroblast,Shih2018_Ovarian::HG3-M2
Shih2018_Ovarian,Ovarian,HG3-M2,T_cell,T cell,Shih2018_Ovarian::HG3-M2
Shih2018_Ovarian,Ovarian,HG4-P2,Malignant,Malignant,Shih2018_Ovarian::HG4-P2
Shih2018_Ovarian,Ovarian,HG4-P2,Myofibroblast,Myofibroblast,Shih2018_Ovarian::HG4-P2
Shih2018_Ovarian,Ovarian,HG4-P2,Fibroblast,Fibroblast,Shih2018_Ovarian::HG4-P2
Shih2018_Ovarian,Ovarian,HG4-P3,Malignant,Malignant,Shih2018_Ovarian::HG4-P3
Shih2018_Ovarian,Ovarian,HG4-P3,Myofibroblast,Myofibroblast,Shih2018_Ovarian::HG4-P3
Shih2018_Ovarian,Ovarian,HG4-P3,Fibroblast,Fibroblast,Shih2018_Ovarian::HG4-P3
Shih2018_Ovarian,Ovarian,HG4-P4,Malignant,Malignant,Shih2018_Ovarian::HG4-P4
Shih2018_Ovarian,Ovarian,HG4-P4,Myofibroblast,Myofibroblast,Shih2018_Ovarian::HG4-P4
Shih2018_Ovarian,Ovarian,HG4-P4,T_cell,T cell,Shih2018_Ovarian::HG4-P4
Shih2018_Ovarian,Ovarian,HG4-P4,Fibroblast,Fibroblast,Shih2018_Ovarian::HG4-P4
Shih2018_Ovarian,Ovarian,HG4-P4,Endothelial,Endothelial,Shih2018_Ovarian::HG4-P4
Shih2018_Ovarian,Ovarian,LG2-M,Fibroblast,Fibroblast,Shih2018_Ovarian::LG2-M
Shih2018_Ovarian,Ovarian,LG2-M,Malignant,Malignant,Shih2018_Ovarian::LG2-M
Shih2018_Ovarian,Ovarian,LG2-M,Monocyte,Monocyte,Shih2018_Ovarian::LG2-M
Shih2018_Ovarian,Ovarian,LG2-M,Myofibroblast,Myofibroblast,Shih2018_Ovarian::LG2-M
Shih2018_Ovarian,Ovarian,LG2-M,T_cell,T cell,Shih2018_Ovarian::LG2-M
Shih2018_Ovarian,Ovarian,LG2-M,Endothelial,Endothelial,Shih2018_Ovarian::LG2-M
Shih2018_Ovarian,Ovarian,LG2-P,Malignant,Malignant,Shih2018_Ovarian::LG2-P
Shih2018_Ovarian,Ovarian,LG2-P,Monocyte,Monocyte,Shih2018_Ovarian::LG2-P
Shih2018_Ovarian,Ovarian,LG2-P,Fibroblast,Fibroblast,Shih2018_Ovarian::LG2-P
Shih2018_Ovarian,Ovarian,LG2-P,Myofibroblast,Myofibroblast,Shih2018_Ovarian::LG2-P
Shih2018_Ovarian,Ovarian,LG2-P,T_cell,T cell,Shih2018_Ovarian::LG2-P
Shih2018_Ovarian,Ovarian,LG2-P,Endothelial,Endothelial,Shih2018_Ovarian::LG2-P
Shih2018_Ovarian,Ovarian,HG1-P,Fibroblast,Fibroblast,Shih2018_Ovarian::HG1-P
Shih2018_Ovarian,Ovarian,HG1-P,Malignant,Malignant,Shih2018_Ovarian::HG1-P
Shih2018_Ovarian,Ovarian,HG1-P,Endothelial,Endothelial,Shih2018_Ovarian::HG1-P
Shih2018_Ovarian,Ovarian,HG1-P,Myofibroblast,Myofibroblast,Shih2018_Ovarian::HG1-P
Shih2018_Ovarian,Ovarian,HG1-P,Monocyte,Monocyte,Shih2018_Ovarian::HG1-P
Shih2018_Ovarian,Ovarian,HG1-P,T_cell,T cell,Shih2018_Ovarian::HG1-P
Shih2018_Ovarian,Ovarian,HG1-M,Fibroblast,Fibroblast,Shih2018_Ovarian::HG1-M
Shih2018_Ovarian,Ovarian,HG1-M,T_cell,T cell,Shih2018_Ovarian::HG1-M
Shih2018_Ovarian,Ovarian,HG1-M,Monocyte,Monocyte,Shih2018_Ovarian::HG1-M
Shih2018_Ovarian,Ovarian,HG1-M,Malignant,Malignant,Shih2018_Ovarian::HG1-M
Shih2018_Ovarian,Ovarian,HG1-M,Endothelial,Endothelial,Shih2018_Ovarian::HG1-M
Shih2018_Ovarian,Ovarian,HG1-M,Myofibroblast,Myofibroblast,Shih2018_Ovarian::HG1-M
Tang-Huau2018_Ovarian,Ovarian,d1,Monocyte,Monocyte,Tang-Huau2018_Ovarian::d1
Tang-Huau2018_Ovarian,Ovarian,d2,Monocyte,Monocyte,Tang-Huau2018_Ovarian::d2
Tang-Huau2018_Ovarian,Ovarian,donA,Macrophage,Macrophage,Tang-Huau2018_Ovarian::donA
Tang-Huau2018_Ovarian,Ovarian,donA,Dendritic,Dendritic,Tang-Huau2018_Ovarian::donA
Tang-Huau2018_Ovarian,Ovarian,donD,Dendritic,Dendritic,Tang-Huau2018_Ovarian::donD
Zhang2019_Ovarian,Ovarian,VOA11543L,Fibroblast,Fibroblast,Zhang2019_Ovarian::VOA11543L
Zhang2019_Ovarian,Ovarian,VOA11543L,Malignant,Malignant,Zhang2019_Ovarian::VOA11543L
Zhang2019_Ovarian,Ovarian,VOA11543L,T_cell,T cell,Zhang2019_Ovarian::VOA11543L
Zhang2019_Ovarian,Ovarian,VOA11543L,Vascular_smooth_muscle,Vascular smooth muscle,Zhang2019_Ovarian::VOA11543L
Zhang2019_Ovarian,Ovarian,VOA11543L,Endothelial,Endothelial,Zhang2019_Ovarian::VOA11543L
Zhang2019_Ovarian,Ovarian,VOA11543L,Macrophage,Macrophage,Zhang2019_Ovarian::VOA11543L
Zhang2019_Ovarian,Ovarian,VOA11543L,B_cell,B cell,Zhang2019_Ovarian::VOA11543L
Zhang2019_Ovarian,Ovarian,VOA11543R,Malignant,Malignant,Zhang2019_Ovarian::VOA11543R
Zhang2019_Ovarian,Ovarian,VOA11543R,Vascular_smooth_muscle,Vascular smooth muscle,Zhang2019_Ovarian::VOA11543R
Zhang2019_Ovarian,Ovarian,VOA11543R,Endothelial,Endothelial,Zhang2019_Ovarian::VOA11543R
Zhang2019_Ovarian,Ovarian,VOA11543R,Fibroblast,Fibroblast,Zhang2019_Ovarian::VOA11543R
Zhang2019_Ovarian,Ovarian,VOA11543R,T_cell,T cell,Zhang2019_Ovarian::VOA11543R
Zhang2019_Ovarian,Ovarian,VOA11543R,Macrophage,Macrophage,Zhang2019_Ovarian::VOA11543R
Zhang2022_Ovarian,Ovarian,EOC372_primary_Peritoneum,Malignant,Malignant,Zhang2022_Ovarian::EOC372_primary_Peritoneum
Zhang2022_Ovarian,Ovarian,EOC372_interval_Peritoneum,Malignant,Malignant,Zhang2022_Ovarian::EOC372_interval_Peritoneum
Zhang2022_Ovarian,Ovarian,EOC443_interval_Omentum,Malignant,Malignant,Zhang2022_Ovarian::EOC443_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC443_primary_Omentum,Malignant,Malignant,Zhang2022_Ovarian::EOC443_primary_Omentum
Zhang2022_Ovarian,Ovarian,EOC540_primary_Omentum,Malignant,Malignant,Zhang2022_Ovarian::EOC540_primary_Omentum
Zhang2022_Ovarian,Ovarian,EOC540_interval_Omentum,Malignant,Malignant,Zhang2022_Ovarian::EOC540_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC3_interval_Omentum,Malignant,Malignant,Zhang2022_Ovarian::EOC3_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC3_primary_Peritoneum,Malignant,Malignant,Zhang2022_Ovarian::EOC3_primary_Peritoneum
Zhang2022_Ovarian,Ovarian,EOC87_interval_Omentum,Malignant,Malignant,Zhang2022_Ovarian::EOC87_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC87_primary_Peritoneum,Malignant,Malignant,Zhang2022_Ovarian::EOC87_primary_Peritoneum
Zhang2022_Ovarian,Ovarian,EOC136_interval_Omentum,Malignant,Malignant,Zhang2022_Ovarian::EOC136_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC136_primary_Mesentery,Malignant,Malignant,Zhang2022_Ovarian::EOC136_primary_Mesentery
Zhang2022_Ovarian,Ovarian,EOC1005_primary_Peritoneum,Malignant,Malignant,Zhang2022_Ovarian::EOC1005_primary_Peritoneum
Zhang2022_Ovarian,Ovarian,EOC1005_interval_Tumor,Malignant,Malignant,Zhang2022_Ovarian::EOC1005_interval_Tumor
Zhang2022_Ovarian,Ovarian,EOC733_primary_Peritoneum,Malignant,Malignant,Zhang2022_Ovarian::EOC733_primary_Peritoneum
Zhang2022_Ovarian,Ovarian,EOC733_interval_Omentum,Malignant,Malignant,Zhang2022_Ovarian::EOC733_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC153_interval_Omentum,Malignant,Malignant,Zhang2022_Ovarian::EOC153_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC153_primary_Omentum,Malignant,Malignant,Zhang2022_Ovarian::EOC153_primary_Omentum
Zhang2022_Ovarian,Ovarian,EOC349_interval_Omentum,Malignant,Malignant,Zhang2022_Ovarian::EOC349_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC349_primary_Peritoneum,Malignant,Malignant,Zhang2022_Ovarian::EOC349_primary_Peritoneum
Zhang2022_Ovarian,Ovarian,EOC227_interval_Omentum,Malignant,Malignant,Zhang2022_Ovarian::EOC227_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC227_primary_Omentum,Malignant,Malignant,Zhang2022_Ovarian::EOC227_primary_Omentum
Zhang2022_Ovarian,Ovarian,EOC372_primary_Peritoneum,Fibroblast,Fibroblast,Zhang2022_Ovarian::EOC372_primary_Peritoneum
Zhang2022_Ovarian,Ovarian,EOC372_primary_Peritoneum,Mesothelial,Mesothelial,Zhang2022_Ovarian::EOC372_primary_Peritoneum
Zhang2022_Ovarian,Ovarian,EOC372_primary_Peritoneum,Endothelial,Endothelial,Zhang2022_Ovarian::EOC372_primary_Peritoneum
Zhang2022_Ovarian,Ovarian,EOC443_interval_Omentum,Fibroblast,Fibroblast,Zhang2022_Ovarian::EOC443_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC443_interval_Omentum,Mesothelial,Mesothelial,Zhang2022_Ovarian::EOC443_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC443_interval_Omentum,Endothelial,Endothelial,Zhang2022_Ovarian::EOC443_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC540_primary_Omentum,Fibroblast,Fibroblast,Zhang2022_Ovarian::EOC540_primary_Omentum
Zhang2022_Ovarian,Ovarian,EOC540_primary_Omentum,Mesothelial,Mesothelial,Zhang2022_Ovarian::EOC540_primary_Omentum
Zhang2022_Ovarian,Ovarian,EOC540_primary_Omentum,Endothelial,Endothelial,Zhang2022_Ovarian::EOC540_primary_Omentum
Zhang2022_Ovarian,Ovarian,EOC3_interval_Omentum,Fibroblast,Fibroblast,Zhang2022_Ovarian::EOC3_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC3_interval_Omentum,Mesothelial,Mesothelial,Zhang2022_Ovarian::EOC3_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC3_interval_Omentum,Endothelial,Endothelial,Zhang2022_Ovarian::EOC3_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC87_interval_Omentum,Fibroblast,Fibroblast,Zhang2022_Ovarian::EOC87_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC87_interval_Omentum,Mesothelial,Mesothelial,Zhang2022_Ovarian::EOC87_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC87_interval_Omentum,Endothelial,Endothelial,Zhang2022_Ovarian::EOC87_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC87_primary_Peritoneum,Mesothelial,Mesothelial,Zhang2022_Ovarian::EOC87_primary_Peritoneum
Zhang2022_Ovarian,Ovarian,EOC87_primary_Peritoneum,Fibroblast,Fibroblast,Zhang2022_Ovarian::EOC87_primary_Peritoneum
Zhang2022_Ovarian,Ovarian,EOC136_interval_Omentum,Mesothelial,Mesothelial,Zhang2022_Ovarian::EOC136_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC136_interval_Omentum,Fibroblast,Fibroblast,Zhang2022_Ovarian::EOC136_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC136_interval_Omentum,Endothelial,Endothelial,Zhang2022_Ovarian::EOC136_interval_Omentum
Zhang2022_Ovarian,Ovarian,EOC372_interval_Peritoneum,Fibroblast,Fibroblast,Zhang2022_Ovarian::EOC372_interval_Peritoneum
Zhang2022_Ovarian,Ovarian,EOC372_interval_Peritoneum,Mesothelial,Mesothelial,Zhang2022_Ovarian::EOC372_interval_Peritoneum
